YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUPS
2009,Chikmangaluru,8686,4019.4,27.2,Medium textured ,Spray,4479,55,Groundnut,51239,Zaid,Y1,High
2004,Chikmangaluru,42216,3415.5,27.1,Medium textured ,Spray,313547,51,Groundnut,234779,Zaid,Y1,High
2007,Chikmangaluru,41455,3193.41,26.8,Alluvial,Spray,1647,60,Groundnut,249978,Zaid,Y1,High
2008,Chikmangaluru,379,3193.41,26.8,Alluvial,Spray,975,57,Blackgram,637,Zaid,Y1,High
2009,Chikmangaluru,9591,3193.41,26.8,Alluvial,Spray,2,57,Blackgram,43311,Zaid,Y1,High
2004,Chikmangaluru,41598,3020.82,40,Alluvial,Drip,71,52.5,Blackgram,216396,Zaid,Y1,High
2005,Chikmangaluru,130,3020.82,40,Alluvial,Drip,3961,56,Blackgram,2644,Zaid,Y1,High
2006,Hassan,8839,3020.82,40,Alluvial,Drip,4247,59.5,Blackgram,44235,Zaid,Y1,High
2007,Hassan,41596,3696,41,Alluvial,Drip,3290,55,Blackgram,203317,Zaid,Y1,High
2008,Hassan,1036,3696,41,Alluvial,Drip,3138,53,Cashew,2134,Zaid,Y1,High
2009,Hassan,10760,3696,41,Alluvial,Drip,3423,53.5,Cashew,45186,Zaid,Y1,High
2004,Hassan,41626,3905,132,Alluvial,Drip,3647,58,Cashew,24848,Zaid,Y1,High
2005,Hassan,143,3905,133,Alluvial,Drip,393,59,Cashew,761,Zaid,Y1,High
2006,Hassan,8686,3905,134,Alluvial,Drip,167,50,Cashew,45608,Zaid,Y1,High
2007,Hassan,41884,4019.4,135,Alluvial,Drip,71,54,Cashew,234581,Zaid,Y1,High
2008,Hassan,1036,4019.4,136,Alluvial,Drip,52,53,Coconut,646,Zaid,Y1,High
2009,Hassan,10760,4019.4,137,Alluvial,Drip,2570,59.5,Coconut,43562,Zaid,Y1,High
2005,Hassan,143,3193.41,27,Alluvial,Drip,124492,54,Coconut,1516,Zaid,Y1,High
2006,Hassan,8686,3193.41,27,Alluvial,Drip,792,58,Coconut,200000,Zaid,Y1,High
2007,Hassan,41884,3193.41,27,Alluvial,Drip,34153,58,Coconut,4847,Zaid,Y1,High
2008,Hassan,118,3296.26,27.2,Alluvial,Drip,2570,59,Coconut,51239,Zaid,Y1,High
2009,Hassan,8837,3296.26,27.2,Alluvial,Drip,27170,50,Ginger,216396,Zaid,Y1,High
2004,Hassan,38948,3020.82,27.2,Sandy loam,Basin,124492,57.5,Ginger,1493,Zaid,Y1,High
2005,Hassan,116,3696,27.1,Sandy loam,Basin,792,57,Ginger,64409,Zaid,Y1,High
2006,Hassan,7520,3696,27.1,Sandy loam,Basin,34153,55,Ginger,249978,Zaid,Y1,High
2007,Hassan,38232,3696,27.1,Sandy loam,Basin,132551,56,Ginger,637,Zaid,Y1,High
2008,Hassan,128,3965.94,26.8,Sandy loam,Basin,338,54,Ginger,43311,Zaid,Y1,High
2009,Hassan,7276,3965.94,26.8,Sandy loam,Drip,22966,57,Coconut,200000,Zaid,Y1,High
2004,Hassan,34841,3905,39,Sandy loam,Drip,116481,54,Coconut,1516,Zaid,Y1,High
2005,Hassan,77,4019.4,40,Sandy loam,Drip,316,53,Coconut,57259,Zaid,Y1,High
2006,Hassan,5217,4019.4,40,Sandy loam,Drip,21400,52,Coconut,234779,Zaid,Y1,High
2007,Hassan,3250,4019.4,40,Sandy loam,Drip,122102,51,Coconut,1493,Zaid,Y1,High
2005,Hassan,6249,4019.4,27,Sandy loam,Drip,283,53,Coconut,51239,Zaid,Y1,High
2008,Hassan,1,3415.5,27.2,Sandy loam,Drip,8700,56,Coconut,44235,Zaid,Y1,High
2004,Hassan,7,3875.08,27.1,Sandy,Drip,58405,54,Coconut,637,Zaid,Y1,High
2005,Hassan,17,3875.08,27.1,Sandy,Drip,60751,53,Coconut,43311,Zaid,Y1,High
2006,Hassan,9,4102.78,27.1,Sandy,Drip,109506,52,Coconut,24848,Zaid,Y1,High
2007,Hassan,4,4102.78,26.8,Sandy,Drip,114,51,Coconut,761,Zaid,Y1,High
2008,Hassan,13,4102.78,26.8,Sandy,Basin,3,57,Coconut,45608,Zaid,Y1,High
2009,Hassan,6,3020.82,26.8,Sandy,Basin,95,57,Coconut,234581,Zaid,Y1,High
2004,Hassan,12157,3863.64,40,Sandy,Basin,29,55,Coconut,2134,Zaid,Y1,High
2005,Hassan,12243,3863.64,40,Sandy,Basin,44,53,Coconut,45186,Zaid,Y1,High
2006,Mangalore,13142,3625.6,27,Sandy,Basin,33,53.5,Coconut,238542,Zaid,Y1,High
2007,Mangalore,13847,3625.6,27,Sandy,Basin,14,52.5,Coconut,1516,Zaid,Y1,High
2008,Mangalore,14185,3625.6,27,Sandy,Basin,56,56,Coconut,57259,Zaid,Y1,High
2009,Mangalore,14245,3905,27,Sandy,Basin,26,57,Coconut,234779,Zaid,Y1,High
2005,Mangalore,317,3415.5,27.2,Clay,Basin,130132,52,Coconut,45186,Zaid,Y1,High
2006,Mangalore,171,3415.5,27.2,Clay,Basin,154889,51,Coconut,238542,Zaid,Y1,High
2007,Mangalore,124,3415.5,27.2,Clay,Basin,171739,57,Coconut,1516,Zaid,Y1,High
2004,Mangalore,460,3875.08,41,Clay,Spray,4247,56,Coconut,203317,Zaid,Y1,High
2005,Mangalore,329,4102.78,41,Clay,Spray,3290,54,Coconut,2134,Zaid,Y1,High
2006,Mangalore,143,4102.78,42,Clay,Spray,3138,58,Coconut,45186,Zaid,Y1,High
2007,Mangalore,41,4102.78,42,Clay,Spray,3423,58,Coconut,238542,Zaid,Y1,High
2008,Mangalore,140,3020.82,42,Clay,Spray,3899,59,Coconut,1516,Zaid,Y1,High
2009,Mangalore,163,3020.82,43,Clay,Spray,4015,50,Coconut,57259,Zaid,Y1,High
2004,Mangalore,588,4019.4,27.2,Loam,Spray,32,53.5,Coconut,44235,Zaid,Y1,High
2005,Mangalore,10437,4019.4,27.2,Loam,Spray,22,52.5,Coconut,203317,Zaid,Y1,High
2004,Mangalore,130,3193.41,39,Loam,Drip,2331,52,Cocoa,238542,Zaid,Y1,High
2005,Mangalore,8839,3296.26,39,Loam,Drip,2088,51,Cocoa,1516,Zaid,Y1,High
2004,Kodagu,116,3193.41,42,Sandy loam,Drip,1901,56.6,Coffee,24848,Zaid,Y1,High
2005,Kodagu,7520,3296.26,42,Sandy loam,Drip,972,55.5,Coffee,761,Zaid,Y1,High
2006,Kodagu,38232,3296.26,43,Sandy loam,Drip,874,58.5,Coffee,45608,Zaid,Y1,High
2007,Kodagu,128,3296.26,27,Sandy loam,Drip,592,59.5,Coffee,234581,Zaid,Y1,High
2008,Kodagu,7276,3875.08,27,Sandy loam,Drip,864,55,Coffee,646,Zaid,Y1,High
2009,Kodagu,38062,3875.08,27,Sandy loam,Drip,5373,53,Coffee,43562,Zaid,Y1,High
2004,Kodagu,5217,3965.94,27,Sandy loam,Drip,841,58,Cardamum,1516,Zaid,Y1,High
2004,Mysuru,4191,3625.6,27.1,Sandy loam,Drip,2331,57,Cardamum,43311,Zaid,Y1,High
2005,Mysuru,4289,3625.6,26.8,Sandy loam,Drip,2088,57,Cardamum,24848,Zaid,Y1,High
2006,Mysuru,4434,3905,26.8,Sandy loam,Drip,2628,60,Cardamum,761,Zaid,Y1,High
2007,Mysuru,4750,3905,26.8,Sandy loam,Drip,1939,57,Pepper,45608,Zaid,Y1,High
2008,Mysuru,5693,3905,37,Sandy loam,Drip,1871,57,Pepper,234581,Zaid,Y1,High
2009,Mysuru,5997,4019.4,37,Alluvial,Drip,1868,54,Pepper,646,Zaid,Y1,High
2004,Kasaragodu,7,3193.41,42,Alluvial,Basin,9,54,Arecanut,216396,Zaid,Y1,High
2005,Kasaragodu,17,3296.26,43,Alluvial,Basin,12,58,Arecanut,2644,Zaid,Y1,High
2006,Kasaragodu,9,3296.26,43,Alluvial,Basin,2089,58,Arecanut,44235,Zaid,Y1,High
2007,Kasaragodu,4,3296.26,128,Alluvial,Basin,2810,59,Arecanut,203317,Zaid,Y1,High
2008,Kasaragodu,13,3875.08,129,Alluvial,Basin,841,50,Arecanut,2134,Zaid,Y1,High
2009,Kasaragodu,6,3875.08,130,Alluvial,Basin,3550,54,Arecanut,45186,Zaid,Y1,High
2004,Kasaragodu,1289,3965.94,150,Black,Basin,5373,57,Ginger,2644,Zaid,Y1,High
2005,Raichur,1051,3965.94,151,Black,Basin,6589,57.5,Ginger,44235,Zaid,Y1,High
2006,Raichur,4,3193.41,152,Black,Basin,5107,57,Tea,203317,Zaid,Y1,High
2007,Raichur,909,3193.41,153,Black,Basin,5518,55,Tea,2134,Zaid,Y1,High
2008,Raichur,743,3193.41,154,Black,Basin,4912,56,Tea,45186,Zaid,Y1,High
2009,Raichur,663,3296.26,155,Black,Basin,3830,54,Tea,238542,Zaid,Y1,High
2004,Raichur,1668,4102.78,173,Black,Spray,4247,58.5,Paddy,216396,Zaid,Y1,High
2005,Raichur,1661,3020.82,174,Black,Spray,3290,59.5,Paddy,2644,Zaid,Y1,High
2006,Raichur,1511,3020.82,175,Black,Spray,3138,55,Paddy,44235,Zaid,Y1,High
2007,Raichur,1491,3020.82,176,Black,Spray,3423,53,Paddy,203317,Zaid,Y1,High
2008,Raichur,1457,3696,177,Black,Spray,3899,53.5,Paddy,2134,Zaid,Y1,High
2009,Bangalore,1189,3696,178,,Spray,4015,52.5,Paddy,45186,Zaid,Y1,High
2007,Davangere,42216,3415.5,201,,Spray,395,56.6,Blackgram,45608,Zaid,Y1,High
2008,Davangere,588,3415.5,202,,Drip,187,55.5,Blackgram,234581,Zaid,Y1,High
2009,Davangere,10437,3415.5,203,,Drip,187,58.5,Blackgram,646,Zaid,Y1,High
2004,Davangere,41342,3696,222,,Drip,393,58,Cashew,43311,Zaid,Y1,High
2005,Davangere,125,3696,27,,Drip,167,58,Cashew,24848,Zaid,Y1,High
2006,Davangere,8357,3965.94,27,,Drip,71,59,Cashew,761,Zaid,Y1,High
2007,Davangere,38948,3965.94,27,,Drip,52,50,Cashew,45608,Zaid,Y1,High
2008,Davangere,116,3965.94,27,,Drip,2570,54,Cashew,234581,Zaid,Y1,High
2009,Davangere,7520,3863.64,27,,Drip,27170,53,Coconut,646,Zaid,Y1,High
2010,Hassan,14185,3415.5,27.2,Red,Basin,2628,53,Ginger,200000,Kharif,Y2,High
2011,Hassan,14245,3415.5,27.1,Red,Basin,1939,53.5,Ginger,4847,Kharif,Y2,High
2014,Hassan,2549,3193.41,26.8,Sandy,Basin,127919,57,Ginger,2644,Kharif,Y2,High
2015,Hassan,2088,3193.41,26.8,Sandy,Basin,75340,57.5,Ginger,44235,Kharif,Y2,High
2010,Hassan,124,4102.78,39,Sandy,Spray,5518,53,Tea,249978,Kharif,Y2,High
2011,Hassan,90,3020.82,40,Sandy,Spray,4912,52,Tea,637,Kharif,Y2,High
2012,Hassan,61,3020.82,40,Sandy,Spray,3830,51,Tea,43311,Kharif,Y2,High
2013,Hassan,43,3020.82,40,Sandy,Spray,313547,57,Tea,24848,Kharif,Y2,High
2014,Hassan,2177,3696,41,Sandy,Spray,2783,57,Tea,761,Kharif,Y2,High
2015,Hassan,1872,3696,41,Sandy,Spray,1533,60,Tea,45608,Kharif,Y2,High
2010,Hassan,1661,3625.6,27,Sandy,Spray,187,53,Paddy,203317,Kharif,Y2,High
2011,Mangalore,1511,3905,27,Sandy,Spray,121,53.5,Paddy,2134,Kharif,Y2,High
2012,Mangalore,1491,3905,27,Sandy,Spray,103,52.5,Paddy,45186,Kharif,Y2,High
2013,Mangalore,1457,3905,27.2,Sandy,Spray,71,56,Paddy,238542,Kharif,Y2,High
2014,Mangalore,1189,4019.4,27.2,Sandy,Spray,3961,57,Paddy,1516,Kharif,Y2,High
2015,Mangalore,460,4019.4,27.2,Sandy,Spray,4247,57.5,Paddy,200000,Kharif,Y2,High
2010,Mangalore,60,3415.5,27.1,Sandy,Spray,4904,53,Groundnut,1516,Kharif,Y2,High
2012,Mangalore,30,3193.41,27.1,Sandy,Spray,3472,51,Groundnut,234779,Kharif,Y2,High
2013,Mangalore,29,3193.41,26.8,Sandy,Spray,3647,57,Groundnut,1493,Kharif,Y2,High
2014,Mangalore,4839,3193.41,26.8,Sandy,Spray,393,57,Groundnut,64409,Kharif,Y2,High
2015,Mangalore,5371,3296.26,26.8,Sandy,Spray,167,60,Groundnut,249978,Kharif,Y2,High
2010,Mangalore,3891,3020.82,40,Heavy cotton,Drip,806,53,Blackgram,4847,Kharif,Y2,High
2011,Mangalore,3029,3020.82,40,Heavy cotton,Drip,880,53.5,Blackgram,51239,Kharif,Y2,High
2012,Mangalore,2858,3696,40,Heavy cotton,Drip,770,52.5,Blackgram,216396,Kharif,Y2,High
2013,Mangalore,2956,3696,41,Heavy cotton,Drip,395,56,Blackgram,2644,Kharif,Y2,High
2014,Mangalore,1113,3696,41,Heavy cotton,Drip,187,59.5,Blackgram,44235,Kharif,Y2,High
2015,Mangalore,756,3965.94,41,Heavy cotton,Drip,187,55,Blackgram,203317,Kharif,Y2,High
2010,Mangalore,53,3905,27,Heavy cotton,Drip,4015,54,Cashew,637,Kharif,Y2,High
2011,Mangalore,45,3905,27.2,Heavy cotton,Drip,4279,58,Cashew,43311,Kharif,Y2,High
2012,Mangalore,34,4019.4,27.2,Heavy cotton,Drip,4167,58,Cashew,24848,Kharif,Y2,High
2013,Mangalore,41455,4019.4,27.2,Heavy cotton,Drip,4479,59,Cashew,761,Kharif,Y2,High
2014,Mangalore,379,4019.4,27,Heavy cotton,Drip,3699,50,Cashew,45608,Kharif,Y2,High
2011,Mangalore,8839,4019.4,26.8,Loam,Drip,23456,56,Coconut,238542,Rabi,Y2,High
2014,Mangalore,8510,3415.5,37,Loam,Drip,23960,58,Coconut,4847,Rabi,Y2,High
2012,Mangalore,116,3193.41,39,Loam,Basin,792,59.5,Ginger,203317,Rabi,Y2,High
2013,Mangalore,7520,3193.41,39,Loam,Basin,34153,55,Ginger,2134,Rabi,Y2,High
2014,Mangalore,38232,3296.26,39,Loam,Basin,2570,53,Ginger,45186,Rabi,Y2,High
2015,Mangalore,128,3296.26,40,Loam,Basin,27170,53.5,Ginger,238542,Rabi,Y2,High
2010,Kodagu,34841,3696,128,Sandy loam,Drip,792,57,Coconut,51239,Rabi,Y2,High
2011,Kodagu,77,3696,129,Sandy loam,Drip,34153,55,Coconut,216396,Rabi,Y2,High
2012,Kodagu,5217,3696,130,Sandy loam,Drip,132551,56,Coconut,2644,Rabi,Y2,High
2013,Kodagu,3250,3965.94,131,Sandy loam,Drip,338,54,Coconut,44235,Rabi,Y2,High
2014,Kodagu,3950,3965.94,132,Sandy loam,Drip,22966,58,Coconut,203317,Rabi,Y2,High
2015,Kodagu,3993,3965.94,133,Sandy loam,Drip,131763,58,Coconut,2134,Rabi,Y2,High
2011,Kodagu,4191,3625.6,137,Sandy loam,Drip,343,53,Coconut,57259,Rabi,Y2,High
2012,Kodagu,4289,3625.6,138,Sandy loam,Drip,23099,52,Coconut,234779,Rabi,Y2,High
2013,Kodagu,4434,3625.6,139,Sandy loam,Drip,117826,51,Coconut,1493,Rabi,Y2,High
2014,Kodagu,4750,3905,140,Sandy loam,Drip,336,57,Coconut,64409,Rabi,Y2,High
2015,Kodagu,5693,3905,141,Sandy loam,Drip,22594,57,Coconut,249978,Rabi,Y2,High
2011,Mysuru,32,3415.5,152,Sandy clay loam,Drip,221,53,Coconut,51239,Rabi,Y2,High
2012,Mysuru,5,3415.5,153,Sandy clay loam,Drip,15362,53.5,Coconut,216396,Rabi,Y2,High
2013,Mysuru,10,3415.5,154,Sandy clay loam,Drip,120373,52.5,Coconut,2644,Rabi,Y2,High
2012,Mysuru,13,3296.26,162,Sandy clay loam,Drip,41266,58,Coconut,234779,Rabi,Y2,High
2013,Mysuru,6,3875.08,163,Sandy clay loam,Drip,8838,58,Coconut,1493,Rabi,Y2,High
2014,Mysuru,23,3875.08,164,Sandy clay loam,Drip,8954,59,Coconut,64409,Rabi,Y2,High
2015,Mysuru,1,3875.08,165,Sandy clay loam,Drip,42915,50,Coconut,249978,Rabi,Y2,High
2010,Kasaragodu,13142,4102.78,175,Clay loam,Basin,114,54,Coconut,4847,Rabi,Y2,High
2011,Kasaragodu,13847,4102.78,176,Clay loam,Basin,3,54.5,Coconut,51239,Rabi,Y2,High
2012,Kasaragodu,14185,4102.78,177,Clay loam,Basin,95,56.6,Coconut,216396,Rabi,Y2,High
2013,Kasaragodu,14245,3020.82,178,Clay loam,Basin,19,55.5,Coconut,2644,Rabi,Y2,High
2014,Kasaragodu,14395,3020.82,179,Clay loam,Basin,54,58.5,Coconut,44235,Rabi,Y2,High
2015,Kasaragodu,14439,3020.82,180,Clay loam,Basin,13,59.5,Coconut,203317,Rabi,Y2,High
2013,Kasaragodu,909,3965.94,186,Clay loam,Basin,10,57,Coconut,234779,Rabi,Y2,High
2014,Kasaragodu,743,3863.64,187,Clay loam,Basin,29,57.5,Coconut,1493,Rabi,Y2,High
2015,Kasaragodu,663,3863.64,188,Clay loam,Basin,44,57,Coconut,64409,Rabi,Y2,High
2010,Kasaragodu,1772,4019.4,198,Well drained,Basin,61126,52,Coconut,45186,Rabi,Y2,High
2013,Raichur,1661,3415.5,207,Well drained,Basin,172475,56.6,Coconut,43311,Rabi,Y2,High
2010,Raichur,197,3193.41,219,Sandy loam,Spray,395,55,Coconut,44235,Rabi,Y2,High
2011,Raichur,100,3193.41,220,Sandy loam,Spray,187,56,Coconut,203317,Rabi,Y2,High
2012,Raichur,67,3193.41,221,Sandy loam,Spray,187,54,Coconut,2134,Rabi,Y2,High
2013,Raichur,60,3296.26,222,Sandy loam,Spray,121,58,Coconut,45186,Rabi,Y2,High
2014,Raichur,14,3296.26,27,Sandy loam,Spray,103,58,Coconut,238542,Rabi,Y2,High
2015,Raichur,30,3296.26,27,Sandy loam,Spray,71,59,Coconut,1516,Rabi,Y2,High
2015,Gulbarga,5432,4102.78,27.2,Sandy loam,Spray,3138,52,Coconut,64409,Rabi,Y2,High
2013,Gulbarga,5434,3020.82,27,Sandy loam,Spray,4279,60,Coconut,24848,Rabi,Y2,High
2014,Gulbarga,5010,3020.82,27,Sandy loam,Spray,4167,57,Coconut,761,Rabi,Y2,High
2015,Gulbarga,5268,3696,27,Sandy loam,Spray,4479,57,Coconut,45608,Rabi,Y2,High
2010,Gulbarga,42216,3625.6,26.8,Sandy loam,Spray,12,52.5,Coconut,203317,Rabi,Y2,High
2011,Gulbarga,588,3625.6,26.8,Sandy loam,Spray,51,56,Coconut,2134,Rabi,Y2,High
2012,Gulbarga,10437,3905,37,Sandy loam,Spray,61,57,Coconut,45186,Rabi,Y2,High
2013,Gulbarga,41455,3905,37,Sandy loam,Spray,67,57.5,Coconut,238542,Rabi,Y2,High
2014,Gulbarga,379,3905,37,Sandy loam,Spray,62,57,Coconut,1516,Rabi,Y2,High
2015,Gulbarga,9591,4019.4,38,Sandy loam,Spray,32,55,Coconut,200000,Rabi,Y2,High
2010,Madikeri,10437,3296.26,27,Clay loam,Drip,1939,56.6,Coffee,24848,Rabi,Y2,High
2011,Madikeri,41455,3296.26,27,Clay loam,Drip,1871,55.5,Coffee,761,Rabi,Y2,High
2012,Madikeri,379,3875.08,27,Clay loam,Drip,1868,58.5,Coffee,45608,Rabi,Y2,High
2013,Madikeri,9591,3875.08,27,Clay loam,Drip,127919,59.5,Coffee,234581,Rabi,Y2,High
2014,Madikeri,41290,3875.08,27,Clay loam,Drip,75340,55,Coffee,646,Rabi,Y2,High
2015,Madikeri,167,3193.41,27.2,Clay loam,Drip,29170,53,Coffee,43562,Rabi,Y2,High
2013,Madikeri,41598,3875.08,27,Clay loam,Drip,5107,56,Cardamum,2134,Rabi,Y2,High
2014,Madikeri,130,4102.78,27.2,Clay loam,Drip,5518,54,Cardamum,45186,Rabi,Y2,High
2015,Madikeri,8839,4102.78,27.2,Clay loam,Drip,4912,58,Cardamum,238542,Rabi,Y2,High
2010,Madikeri,41290,3193.41,37,Drained loam,Drip,3368,60,Cardamum,761,Rabi,Y2,High
2011,Madikeri,167,3193.41,38,Drained loam,Drip,3671,57,Pepper,45608,Rabi,Y2,High
2012,Madikeri,8847,3193.41,38,Drained loam,Drip,2404,57,Pepper,234581,Rabi,Y2,High
2013,Madikeri,41626,3296.26,38,Drained loam,Drip,2805,54,Pepper,646,Rabi,Y2,High
2014,Madikeri,143,3296.26,39,Drained loam,Drip,2331,54.5,Pepper,43562,Rabi,Y2,High
2015,Madikeri,8686,3296.26,39,Drained loam,Drip,2088,56.6,Pepper,200000,Rabi,Y2,High
2013,Chikmangaluru,41455,3193.41,41,Drained loam,Basin,29170,52.5,Pepper,2134,Rabi,Y2,High
2014,Chikmangaluru,379,3296.26,42,Drained loam,Basin,1901,56,Pepper,45186,Rabi,Y2,High
2015,Chikmangaluru,9591,3296.26,42,Drained loam,Basin,972,57,Pepper,238542,Rabi,Y2,High
2010,Chikmangaluru,41598,3020.82,27,Drained loam,Basin,4,54,Arecanut,45186,Rabi,Y2,High
2011,Chikmangaluru,130,3696,27.2,Drained loam,Basin,9,53,Arecanut,238542,Rabi,Y2,High
2012,Chikmangaluru,8839,3696,27.2,Clay loam,Basin,12,52,Arecanut,1516,Rabi,Y2,High
2013,Chikmangaluru,41596,3696,27.2,Clay loam,Basin,2089,51,Arecanut,57259,Rabi,Y2,High
2014,Chikmangaluru,115,3965.94,27,Clay loam,Basin,2810,57,Arecanut,234779,Rabi,Y2,High
2015,Chikmangaluru,8510,3965.94,27,Clay loam,Basin,841,57,Arecanut,1493,Rabi,Y2,High
2013,Raichur,1113,3020.82,140,Alluvial,Drip,343,50,Coconut,238542,Rabi,Y2,High
2014,Raichur,756,3020.82,141,Alluvial,Drip,23099,54,Coconut,1516,Rabi,Y2,High
2015,Raichur,280,3020.82,142,Alluvial,Drip,117826,53,Coconut,57259,Rabi,Y2,High
2010,Gulbarga,45,3625.6,152,Alluvial,Drip,231,56.6,Coconut,234581,Rabi,Y2,High
2011,Gulbarga,34,3625.6,153,Alluvial,Drip,18951,55.5,Coconut,646,Rabi,Y2,High
2012,Gulbarga,41455,3625.6,154,Alluvial,Drip,110579,58.5,Coconut,43562,Rabi,Y2,High
2013,Gulbarga,379,3905,155,Alluvial,Drip,221,59.5,Coconut,200000,Rabi,Y2,High
2014,Gulbarga,9591,3905,156,Alluvial,Drip,15362,55,Coconut,4847,Rabi,Y2,High
2015,Gulbarga,41290,3905,157,Alluvial,Drip,120373,53,Coconut,51239,Rabi,Y2,High
2010,Gulbarga,130,3415.5,167,Alluvial,Drip,8954,58,Coconut,234779,Rabi,Y2,High
2011,Gulbarga,8839,3415.5,168,Alluvial,Drip,42915,58,Coconut,1493,Rabi,Y2,High
2012,Gulbarga,41596,3415.5,169,Laterite,Drip,9230,59,Coconut,64409,Rabi,Y2,High
2015,Gulbarga,41342,3193.41,172,Laterite,Drip,49084,53,Coconut,43311,Rabi,Y2,High
2010,Gulbarga,84,3193.41,182,Laterite,Basin,54,56.6,Coconut,216396,Rabi,Y2,High
2011,Gulbarga,6674,3193.41,183,Laterite,Basin,13,55.5,Coconut,2644,Rabi,Y2,High
2012,Gulbarga,36096,3296.26,184,Laterite,Basin,123,58.5,Coconut,44235,Rabi,Y2,High
2013,Gulbarga,77,3296.26,185,Laterite,Basin,19,59.5,Coconut,203317,Rabi,Y2,High
2014,Gulbarga,5629,3296.26,186,Laterite,Basin,32,55,Coconut,2134,Rabi,Y2,High
2015,Gulbarga,36177,3875.08,187,Laterite,Basin,8,53,Coconut,45186,Rabi,Y2,High
2010,Gulbarga,4065,3696,197,Laterite,Basin,3,58,Coconut,51239,Rabi,Y2,High
2011,Gulbarga,4153,3696,198,Laterite,Basin,58637,58,Coconut,216396,Rabi,Y2,High
2012,Gulbarga,4191,3965.94,199,Black,Basin,59777,59,Coconut,2644,Rabi,Y2,High
2013,Gulbarga,4289,3965.94,200,Black,Basin,60528,50,Coconut,44235,Rabi,Y2,High
2014,Gulbarga,4434,3965.94,201,Black,Basin,61126,54,Coconut,203317,Rabi,Y2,High
2015,Gulbarga,4750,3863.64,202,Black,Basin,623687,53,Coconut,2134,Rabi,Y2,High
2010,Gulbarga,13,4019.4,212,Sandy loam,Basin,313547,56.6,Coconut,43311,Rabi,Y2,High
2011,Gulbarga,4,4019.4,213,Sandy loam,Basin,2783,55.5,Coconut,24848,Rabi,Y2,High
2010,Gulbarga,1,3193.41,27,Sandy loam,Spray,71,58,Coconut,45186,Rabi,Y2,High
2011,Gulbarga,11126,3296.26,27.2,Sandy loam,Spray,3961,58,Coconut,238542,Rabi,Y2,High
2012,Gulbarga,11343,3296.26,27.2,Sandy loam,Spray,4247,59,Coconut,1516,Rabi,Y2,High
2013,Gulbarga,11485,3296.26,27.2,Sandy loam,Spray,3290,50,Coconut,57259,Rabi,Y2,High
2014,Gulbarga,11598,3875.08,27,Sandy loam,Spray,3138,54,Coconut,234779,Rabi,Y2,High
2015,Gulbarga,11716,3875.08,27,Sandy loam,Spray,3423,53,Coconut,1493,Rabi,Y2,High
2010,Gulbarga,14439,3875.08,27.1,Red ,Spray,3647,56.6,Coconut,43562,Rabi,Y2,High
2011,Gulbarga,2549,4102.78,26.8,Red ,Spray,393,55.5,Coconut,200000,Rabi,Y2,High
2012,Gulbarga,2088,4102.78,26.8,Red ,Spray,167,58.5,Coconut,4847,Rabi,Y2,High
2013,Gulbarga,1289,4102.78,26.8,Red ,Spray,71,59.5,Coconut,51239,Rabi,Y2,High
2014,Gulbarga,1051,3020.82,37,Red ,Spray,52,55,Coconut,216396,Rabi,Y2,High
2015,Gulbarga,4,3020.82,37,Red ,Spray,12,53,Coconut,2644,Rabi,Y2,High
2010,Madikeri,43,3863.64,40,Red ,Spray,12,58,Coconut,216396,Rabi,Y2,High
2011,Madikeri,2177,3625.6,41,Red ,Spray,2089,58,Coconut,2644,Rabi,Y2,High
2012,Madikeri,1872,3625.6,41,Red ,Spray,2810,59,Coconut,44235,Rabi,Y2,High
2013,Madikeri,1772,3625.6,41,Red ,Spray,841,50,Coconut,203317,Rabi,Y2,High
2014,Madikeri,1618,3905,42,Red ,Spray,3550,54,Coconut,2134,Rabi,Y2,High
2015,Madikeri,1625,3905,42,Red ,Drip,109,53,Cocoa,45186,Rabi,Y2,High
2011,Madikeri,1189,3415.5,27.2,Red ,Drip,127919,55.5,Coffee,761,Rabi,Y2,High
2012,Madikeri,460,3415.5,27.2,Black,Drip,75340,58.5,Coffee,45608,Rabi,Y2,High
2013,Madikeri,329,3415.5,27,Black,Drip,29170,59.5,Coffee,234581,Rabi,Y2,High
2010,Hassan,29,3193.41,26.8,Black,Drip,4,58,Cardamum,238542,Rabi,Y2,High
2011,Hassan,4839,3193.41,26.8,Black,Drip,9,58,Cardamum,1516,Rabi,Y2,High
2012,Hassan,5371,3193.41,26.8,Black,Drip,12,59,Cardamum,57259,Rabi,Y2,High
2013,Hassan,5432,3296.26,37,Black,Drip,2089,50,Cardamum,234779,Rabi,Y2,High
2014,Hassan,4759,3296.26,37,Black,Drip,2810,54,Cardamum,1493,Rabi,Y2,High
2015,Hassan,264,3296.26,37,Black,Drip,841,53,Cardamum,64409,Rabi,Y2,High
2010,Hassan,2956,3696,27,Black,Drip,1939,56.6,Pepper,200000,Rabi,Y2,High
2011,Hassan,1113,3696,27,Black,Drip,1871,55.5,Pepper,4847,Rabi,Y2,High
2012,Hassan,1036,3696,27,Black,Drip,1868,58.5,Pepper,51239,Rabi,Y2,High
2013,Hassan,10760,3965.94,27,Gravelly sand,Drip,127919,59.5,Pepper,216396,Rabi,Y2,High
